               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.052097,            0.055349,          0.00021205,             0.39891,             0.22078,             0.22032,             0.11677,            0.075377,             0.09358,          0.00054399,            0.001783,            0.001783,            0.001783
                  85,            0.052091,            0.054934,          0.00021236,             0.39587,             0.22115,             0.22039,             0.11645,            0.075404,            0.093827,          0.00054462,            0.001684,            0.001684,            0.001684
                  86,            0.051924,            0.054445,          0.00021145,             0.39496,             0.21889,             0.21959,             0.11614,            0.075435,            0.094107,          0.00054492,            0.001585,            0.001585,            0.001585
                  87,            0.051671,            0.054005,          0.00021461,             0.39162,             0.21973,             0.21902,             0.11607,            0.075459,            0.094352,          0.00054429,            0.001486,            0.001486,            0.001486
                  88,            0.051512,            0.053543,          0.00021111,             0.39019,             0.21928,             0.21819,             0.11594,            0.075487,            0.094625,          0.00054436,            0.001387,            0.001387,            0.001387
                  89,            0.051445,            0.052992,          0.00020725,             0.38819,             0.21715,             0.21625,             0.11533,            0.075518,            0.094893,           0.0005444,            0.001288,            0.001288,            0.001288
                  90,             0.05131,            0.052568,          0.00020483,             0.38796,             0.21639,              0.2153,             0.11426,            0.075546,            0.095162,          0.00054362,            0.001189,            0.001189,            0.001189
                  91,            0.051161,            0.052107,           0.0002041,             0.38461,             0.21604,             0.21385,             0.11354,            0.075575,            0.095423,          0.00054298,             0.00109,             0.00109,             0.00109
                  92,            0.050911,            0.051488,          0.00020386,             0.38828,             0.21536,             0.21298,             0.11325,            0.075608,            0.095702,          0.00054259,            0.000991,            0.000991,            0.000991
                  93,            0.050784,            0.051057,          0.00020727,             0.38459,             0.21409,             0.21203,             0.11269,            0.075637,            0.095984,          0.00054196,            0.000892,            0.000892,            0.000892
                  94,             0.05062,            0.050576,          0.00020344,             0.38612,              0.2123,             0.21158,             0.11271,            0.075669,             0.09629,          0.00054236,            0.000793,            0.000793,            0.000793
                  95,            0.050584,            0.050143,          0.00020003,             0.38388,             0.21233,             0.21144,             0.11196,            0.075699,            0.096582,          0.00054165,            0.000694,            0.000694,            0.000694
                  96,            0.050375,            0.049611,          0.00020143,             0.38445,             0.21095,             0.21025,             0.11149,            0.075731,            0.096884,           0.0005415,            0.000595,            0.000595,            0.000595
                  97,            0.050199,            0.049116,          0.00020487,             0.38114,             0.21162,             0.20996,             0.11111,            0.075762,              0.0972,          0.00054096,            0.000496,            0.000496,            0.000496
                  98,            0.050084,            0.048646,          0.00019753,             0.38234,             0.21187,             0.20916,             0.11086,            0.075792,            0.097494,          0.00054053,            0.000397,            0.000397,            0.000397
                  99,            0.049885,             0.04816,          0.00020013,             0.38182,              0.2114,             0.20876,             0.11046,            0.075823,            0.097815,          0.00054005,            0.000298,            0.000298,            0.000298
