               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.017897,           0.0020645,                   0,             0.64983,             0.45138,             0.48131,             0.28286,            0.046649,           0.0015463,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.017459,            0.002015,                   0,             0.63872,             0.45883,             0.48294,             0.28325,            0.046741,           0.0015536,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.016903,           0.0019937,                   0,               0.624,             0.47129,              0.4835,             0.28323,            0.046832,           0.0015548,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.016707,           0.0019061,                   0,             0.62286,              0.4688,             0.47966,             0.28256,            0.046858,           0.0015618,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.016157,           0.0018859,                   0,             0.63322,             0.46574,             0.47837,              0.2818,             0.04684,           0.0015694,                   0,            0.005941,            0.005941,            0.005941
                  43,             0.01547,           0.0018054,                   0,             0.62893,              0.4675,              0.4799,             0.28078,            0.046867,           0.0015766,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.015242,           0.0017722,                   0,              0.6315,             0.46912,             0.48043,              0.2802,            0.046922,           0.0015855,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.015095,           0.0017469,                   0,              0.6279,             0.46966,             0.47783,             0.27905,            0.046933,           0.0015932,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.014777,           0.0017091,                   0,             0.62877,             0.47183,             0.48026,             0.27949,            0.046944,           0.0016018,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.014159,           0.0016343,                   0,             0.62731,             0.47346,             0.47805,             0.27741,            0.046997,           0.0016106,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.013668,             0.00158,                   0,             0.62432,             0.47291,             0.47593,             0.27631,            0.047034,           0.0016195,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.013442,           0.0015403,                   0,             0.62677,               0.474,             0.47472,             0.27591,            0.047062,           0.0016267,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.013086,           0.0015119,                   0,             0.63189,             0.46912,             0.47393,             0.27582,            0.047078,           0.0016333,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.012745,           0.0014543,                   0,             0.62754,             0.47075,             0.47284,             0.27493,             0.04709,           0.0016408,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.012643,           0.0014083,                   0,             0.62232,             0.46804,             0.47138,             0.27397,              0.0471,           0.0016487,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.012117,           0.0013596,                   0,              0.6219,             0.46479,             0.46756,             0.27285,            0.047106,           0.0016571,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.011894,           0.0013107,                   0,             0.62236,             0.46641,             0.46739,             0.27175,            0.047116,           0.0016647,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.011553,           0.0012667,                   0,             0.62401,             0.46696,             0.46637,             0.27057,            0.047135,           0.0016715,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.011418,           0.0012151,                   0,             0.62337,             0.46623,             0.46499,             0.26959,            0.047152,           0.0016799,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.011209,           0.0011917,                   0,             0.61903,             0.46651,             0.46392,             0.26866,            0.047171,           0.0016879,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.010652,           0.0011314,                   0,             0.61825,             0.46641,             0.46308,             0.26766,              0.0472,            0.001695,                   0,            0.004357,            0.004357,            0.004357
                  59,             0.01049,           0.0010906,                   0,             0.62243,             0.46425,             0.46161,              0.2664,            0.047223,           0.0017037,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.010365,           0.0010525,                   0,             0.62738,             0.45969,             0.46069,             0.26562,            0.047241,           0.0017121,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.010266,           0.0010311,                   0,             0.62859,             0.46117,             0.46135,             0.26514,            0.047261,           0.0017206,                   0,             0.00406,             0.00406,             0.00406
